"F","P","S","replicate_no","space_replicate","t","tc","dyad_mean_leave_size","dyad_sd_ls","dyad_cv_ls","dyad_mean_leave_times","hyp_mean_leave_size","hyp_sd_ls","hyp_cv_ls","hyp_mean_leave_times","comb_leave_size","fam_combo","replicate_unique"
2,42,2,3,5,0.15,0.25,11.3636363636364,13.2005509526893,1.16164848383666,193.818181818182,29.5,4.94974746830583,0.167788049773079,6.5,18.1363636363636,"2_42_2","2_42_2_0.15_0.25_3"
2,42,2,4,1,0.05,0.1,2,1.27920429813366,0.639602149066831,418.666666666667,2.6,1.42984070596848,0.5499387330648,472.9,0.6,"2_42_2","2_42_2_0.05_0.1_4"
2,42,2,4,1,0.05,0.2,4.86363636363636,5.40101802172476,1.11048968670976,250.272727272727,3.66666666666667,3.49829890633937,0.954081519910738,91.0666666666667,-1.1969696969697,"2_42_2","2_42_2_0.05_0.2_4"
2,42,2,4,1,0.05,0.25,3.8974358974359,3.43966699577668,0.882546137074279,210.153846153846,5.2,4.41713833959399,0.849449680691151,43.1,1.3025641025641,"2_42_2","2_42_2_0.05_0.25_4"
2,42,2,4,1,0.1,0.1,2.1304347826087,1.60409554878887,0.752942808615184,435.391304347826,25,9.89949493661167,0.395979797464467,17.5,22.8695652173913,"2_42_2","2_42_2_0.1_0.1_4"
2,42,2,4,1,0.1,0.2,3.44117647058824,3.00697347561729,0.873821351888787,434.647058823529,7.57142857142857,11.8019368870416,1.55874638130739,50,4.13025210084034,"2_42_2","2_42_2_0.1_0.2_4"
2,42,2,4,1,0.1,0.25,4.06,3.36494534024806,0.82880427099706,251.58,26.25,24.45914961727,0.931777128276953,173.75,22.19,"2_42_2","2_42_2_0.1_0.25_4"
2,42,2,4,1,0.15,0.1,2.15,1.38696943388321,0.645102062271261,494.2,11.2857142857143,12.5660161509033,1.11344446906738,14.7142857142857,9.13571428571429,"2_42_2","2_42_2_0.15_0.1_4"
2,42,2,4,1,0.15,0.2,3.5,2.52562623497379,0.721607495706797,213.147058823529,25.25,25.1578350949891,0.996349904752045,85.75,21.75,"2_42_2","2_42_2_0.15_0.2_4"
2,42,2,4,1,0.15,0.25,4.85714285714286,4.45316604571263,0.91682830352907,277.678571428571,34,13.7477270848675,0.404344914260809,9,29.1428571428571,"2_42_2","2_42_2_0.15_0.25_4"
2,42,2,4,2,0.05,0.1,2.08695652173913,1.44326156762008,0.691562834484622,325.913043478261,2.25,1.16415770318919,0.517403423639641,243.45,0.16304347826087,"2_42_2","2_42_2_0.05_0.1_4"
2,42,2,4,2,0.05,0.2,6.29411764705882,7.84031812079677,1.24565801919201,222.588235294118,2.94736842105263,2.27238700270409,0.770988447346031,71.2105263157895,-3.34674922600619,"2_42_2","2_42_2_0.05_0.2_4"
2,42,2,4,2,0.05,0.25,7.78571428571429,13.7403312659012,1.76481319011576,136.928571428571,7.42857142857143,4.46680881081572,0.601301186071347,23.5714285714286,-0.357142857142857,"2_42_2","2_42_2_0.05_0.25_4"
2,42,2,4,2,0.1,0.1,2.14285714285714,1.71130693581585,0.798609903380729,472.285714285714,5.11111111111111,5.18277060182207,1.0140203351391,19,2.96825396825397,"2_42_2","2_42_2_0.1_0.1_4"
2,42,2,4,2,0.1,0.2,3.02439024390244,2.48483203535016,0.821597689107716,388.658536585366,6.75,7.14642767901758,1.05873002652112,21.5,3.72560975609756,"2_42_2","2_42_2_0.1_0.2_4"
2,42,2,4,2,0.1,0.25,5.65384615384615,8.30393789809296,1.46872370986678,342.653846153846,5.3,3.05686840482943,0.576767623552723,46.8,-0.353846153846154,"2_42_2","2_42_2_0.1_0.25_4"
2,42,2,4,2,0.15,0.1,1.80952380952381,1.40068010691405,0.774060059084082,590.380952380952,20.25,19.8725103262438,0.981358534629324,28.5,18.4404761904762,"2_42_2","2_42_2_0.15_0.1_4"
2,42,2,4,2,0.15,0.2,5.88888888888889,4.31405970184826,0.732576175785554,51.8888888888889,26.5,26.1629509039023,0.987281166184991,4.5,20.6111111111111,"2_42_2","2_42_2_0.15_0.2_4"
2,42,2,4,2,0.15,0.25,4.38709677419355,3.99731092406582,0.911151754750297,252.838709677419,34,21.7944947177034,0.641014550520687,8.33333333333333,29.6129032258065,"2_42_2","2_42_2_0.15_0.25_4"
2,42,2,4,3,0.05,0.1,1.7,0.483045891539648,0.284144642082146,210.5,2.28571428571429,1.38013111868471,0.60380736442456,220.428571428571,0.585714285714286,"2_42_2","2_42_2_0.05_0.1_4"
2,42,2,4,3,0.05,0.2,7.64285714285714,8.88912163919943,1.16306264438123,232.357142857143,4.23076923076923,4.04462289453224,0.956001775071257,72.4615384615385,-3.41208791208791,"2_42_2","2_42_2_0.05_0.2_4"
2,42,2,4,3,0.05,0.25,9.16666666666667,14.0118997046558,1.52857087687154,168.333333333333,4.15384615384615,5.03067513438229,1.21108845827722,44.3076923076923,-5.01282051282051,"2_42_2","2_42_2_0.05_0.25_4"
2,42,2,4,3,0.1,0.1,2,1.49071198499986,0.74535599249993,327.2,6.85714285714286,8.85867882227313,1.2918906615815,79.4285714285714,4.85714285714286,"2_42_2","2_42_2_0.1_0.1_4"
2,42,2,4,3,0.1,0.2,3.28947368421053,2.98562225608758,0.907629165850626,391.052631578947,7.85714285714286,9.47678868655009,1.20613674192456,17.8571428571429,4.56766917293233,"2_42_2","2_42_2_0.1_0.2_4"
2,42,2,4,3,0.1,0.25,5.65384615384615,8.27498547523708,1.46360287317118,341.730769230769,5.5,5.8925565098879,1.07137391088871,17,-0.153846153846154,"2_42_2","2_42_2_0.1_0.25_4"
2,42,2,4,3,0.15,0.1,2.19047619047619,1.40068010691405,0.639440918373807,464.52380952381,19.75,11.8145390656315,0.598204509652229,27.5,17.5595238095238,"2_42_2","2_42_2_0.15_0.1_4"
2,42,2,4,3,0.15,0.2,3,2.74397736228014,0.914659120760047,85.5555555555556,26.5,36.0624458405139,1.36084701284958,129,23.5,"2_42_2","2_42_2_0.15_0.2_4"
2,42,2,4,3,0.15,0.25,4.67741935483871,4.15842195048549,0.889041934241726,254.225806451613,34,14.7309198626562,0.433262348901654,14,29.3225806451613,"2_42_2","2_42_2_0.15_0.25_4"
2,42,2,4,4,0.05,0.1,1.4,0.516397779494322,0.368855556781659,609.9,1.70833333333333,0.806450444131925,0.47206855266259,412.166666666667,0.308333333333333,"2_42_2","2_42_2_0.05_0.1_4"
2,42,2,4,4,0.05,0.2,5.09523809523809,7.82882342312535,1.53649805500591,309.952380952381,3.6,1.95667356208731,0.543520433913141,130.8,-1.49523809523809,"2_42_2","2_42_2_0.05_0.2_4"
2,42,2,4,4,0.05,0.25,7.85714285714286,13.0611410907855,1.66232704791816,155.642857142857,5.88888888888889,3.91932533876828,0.665545812243671,61.6666666666667,-1.96825396825397,"2_42_2","2_42_2_0.05_0.25_4"
2,42,2,4,4,0.1,0.1,1.84210526315789,1.46299380627294,0.794196637691024,520.736842105263,7.16666666666667,9.78604448521805,1.36549457933275,14.6666666666667,5.32456140350877,"2_42_2","2_42_2_0.1_0.1_4"
2,42,2,4,4,0.1,0.2,3.37142857142857,3.2727548594033,0.970732373551826,415.028571428571,10.6,12.6412024744484,1.19256627117438,21.8,7.22857142857143,"2_42_2","2_42_2_0.1_0.2_4"
2,42,2,4,4,0.1,0.25,5.65384615384615,8.35675682399486,1.47806583281542,335.038461538462,13.25,20.6942020865749,1.56182657257169,47.75,7.59615384615385,"2_42_2","2_42_2_0.1_0.25_4"
2,42,2,4,4,0.15,0.1,2.3125,1.66207701385947,0.718736005993283,469.8125,13.1666666666667,9.70395108533976,0.737008943190361,83.5,10.8541666666667,"2_42_2","2_42_2_0.15_0.1_4"
2,42,2,4,4,0.15,0.2,3.05555555555556,3.03842494457093,0.994393618223213,45.2222222222222,26.5,36.0624458405139,1.36084701284958,9.5,23.4444444444444,"2_42_2","2_42_2_0.15_0.2_4"
2,42,2,4,4,0.15,0.25,4.68965517241379,3.93794224977482,0.839708273849043,270.034482758621,31,21.2249852767911,0.684676944412617,11,26.3103448275862,"2_42_2","2_42_2_0.15_0.25_4"
2,42,2,4,5,0.05,0.1,2.66666666666667,2.38683256575942,0.895062212159783,421.416666666667,2.61538461538462,2.02231144726612,0.773236729837046,369.384615384615,-0.0512820512820511,"2_42_2","2_42_2_0.05_0.1_4"
2,42,2,4,5,0.05,0.2,2.94736842105263,2.67651689515655,0.908103946570974,127,3.73333333333333,3.01109061083632,0.806542127902587,88.2666666666667,0.785964912280702,"2_42_2","2_42_2_0.05_0.2_4"
2,42,2,4,5,0.05,0.25,6.47058823529412,12.2582505229071,1.89445689899474,127.705882352941,5.4,2.83627298482435,0.525235737930436,45.3,-1.07058823529412,"2_42_2","2_42_2_0.05_0.25_4"
2,42,2,4,5,0.1,0.1,2.17647058823529,1.59041245112891,0.730730045113285,508.176470588235,7.33333333333333,8.16496580927726,1.11340442853781,32.3333333333333,5.15686274509804,"2_42_2","2_42_2_0.1_0.1_4"
2,42,2,4,5,0.1,0.2,3.81081081081081,3.29846629206361,0.865554984442225,386.297297297297,15,22.1810730128188,1.47873820085459,21.6,11.1891891891892,"2_42_2","2_42_2_0.1_0.2_4"
2,42,2,4,5,0.1,0.25,5.06896551724138,8.00861604988545,1.57993105746039,312.586206896552,52,0,0,10,46.9310344827586,"2_42_2","2_42_2_0.1_0.25_4"
2,42,2,4,5,0.15,0.1,2.1304347826087,1.6869646713466,0.791840560019832,400.04347826087,7.83333333333333,7.98540335028023,1.0194131936528,8.5,5.70289855072464,"2_42_2","2_42_2_0.15_0.1_4"
2,42,2,4,5,0.15,0.2,3.23529411764706,3.40090818320463,1.05118980208143,190.588235294118,10.8,10.1833196944808,0.942899971711183,11,7.56470588235294,"2_42_2","2_42_2_0.15_0.2_4"
2,42,2,4,5,0.15,0.25,4.28125,4.38644815532508,1.02457183190075,252.4375,18,25.1594912508182,1.39774951393435,8,13.71875,"2_42_2","2_42_2_0.15_0.25_4"
2,42,2,5,1,0.05,0.1,1.71428571428571,0.951189731211342,0.554860676539949,339.285714285714,1.71428571428571,1.11269728052837,0.649073413641551,318.428571428571,0,"2_42_2","2_42_2_0.05_0.1_5"
2,42,2,5,1,0.05,0.2,3.46153846153846,3.48976525549521,1.00815440714306,371.923076923077,5.5,4.90464632318739,0.891753876943161,99.7,2.03846153846154,"2_42_2","2_42_2_0.05_0.2_5"
2,42,2,5,1,0.05,0.25,4.26666666666667,4.54808283469688,1.06595691438208,292.433333333333,8.83333333333333,8.88631907297204,1.00599838561948,107.166666666667,4.56666666666667,"2_42_2","2_42_2_0.05_0.25_5"
2,42,2,5,1,0.1,0.1,2.25,1.71295374319209,0.76131277475204,346.65,15,7,0.466666666666667,21,12.75,"2_42_2","2_42_2_0.1_0.1_5"
2,42,2,5,1,0.1,0.2,2.82926829268293,2.02364076634652,0.715252339829372,467.975609756098,4.5,5.09009733787979,1.13113274175106,43.9166666666667,1.67073170731707,"2_42_2","2_42_2_0.1_0.2_5"
2,42,2,5,1,0.1,0.25,3.23076923076923,2.03213057057622,0.628992795654545,178.282051282051,16.6666666666667,22.1434715736565,1.32860829441939,40,13.4358974358974,"2_42_2","2_42_2_0.1_0.25_5"
2,42,2,5,1,0.15,0.1,1.95,2.23547946111178,1.14639972364707,345.6,6.57142857142857,8.44308677473555,1.28481755267715,19.5714285714286,4.62142857142857,"2_42_2","2_42_2_0.15_0.1_5"
2,42,2,5,1,0.15,0.2,4.47826086956522,5.65580606920801,1.262946986328,148.826086956522,34.3333333333333,28.0059517483933,0.815707332477475,126.666666666667,29.8550724637681,"2_42_2","2_42_2_0.15_0.2_5"
2,42,2,5,1,0.15,0.25,8.58333333333333,14.0871207028608,1.64121794596437,61.5,53,0,0,9,44.4166666666667,"2_42_2","2_42_2_0.15_0.25_5"
2,42,2,5,2,0.05,0.1,2.35714285714286,1.39268102577742,0.590834374572238,337.928571428571,2,1.29099444873581,0.645497224367903,450.315789473684,-0.357142857142857,"2_42_2","2_42_2_0.05_0.1_5"
2,42,2,5,2,0.05,0.2,3.73913043478261,3.53189868206822,0.944577554506618,326.782608695652,3.78571428571429,2.9659236835602,0.783451539053637,120.285714285714,0.0465838509316767,"2_42_2","2_42_2_0.05_0.2_5"
2,42,2,5,2,0.05,0.25,4,3.70701166492243,0.926752916230608,284.96875,3.53333333333333,3.62267988149788,1.0252867589145,53.3333333333333,-0.466666666666667,"2_42_2","2_42_2_0.05_0.25_5"
2,42,2,5,2,0.1,0.1,0,0,0,0,0,0,0,0,0,"2_42_2","2_42_2_0.1_0.1_5"
2,42,2,5,2,0.1,0.2,3.05263157894737,2.41557299364446,0.791308394469737,489.184210526316,26.5,36.0624458405139,1.36084701284958,11.5,23.4473684210526,"2_42_2","2_42_2_0.1_0.2_5"
2,42,2,5,2,0.1,0.25,3.175,2.45876245711391,0.774413372319341,173.45,26.5,12.0208152801713,0.453615670949861,11.5,23.325,"2_42_2","2_42_2_0.1_0.25_5"
2,42,2,5,2,0.15,0.1,1.44444444444444,0.52704627669473,0.36487819155789,114.222222222222,8.16666666666667,15.6386273907484,1.91493396621409,16.1666666666667,6.72222222222222,"2_42_2","2_42_2_0.15_0.1_5"
2,42,2,5,2,0.15,0.2,4.68181818181818,5.71036120645841,1.21968880137947,174.818181818182,26.5,34.6482322781408,1.30748046332607,12.5,21.8181818181818,"2_42_2","2_42_2_0.15_0.2_5"
2,42,2,5,2,0.15,0.25,8.58333333333333,13.7342195948218,1.60010325376565,76.25,17.6666666666667,19.8578280114753,1.12402800064955,44.6666666666667,9.08333333333333,"2_42_2","2_42_2_0.15_0.25_5"
2,42,2,5,3,0.05,0.1,1.625,0.957427107756338,0.589185912465439,348.625,2.0625,0.928708781050335,0.450283045357738,571.8125,0.4375,"2_42_2","2_42_2_0.05_0.1_5"
2,42,2,5,3,0.05,0.2,3.90909090909091,3.54439988753676,0.906706947974519,295.863636363636,3.73333333333333,2.81492620219599,0.753998089873925,112.8,-0.175757575757576,"2_42_2","2_42_2_0.05_0.2_5"
2,42,2,5,3,0.05,0.25,7.11111111111111,9.29192495024824,1.30667694612866,348.833333333333,5.7,6.4299645756757,1.12806396064486,27.3,-1.41111111111111,"2_42_2","2_42_2_0.05_0.25_5"
2,42,2,5,3,0.1,0.1,1.9,1.11921024787453,0.589058025197121,499.85,7.83333333333333,7.13909424693824,0.91137373365169,15.1666666666667,5.93333333333333,"2_42_2","2_42_2_0.1_0.1_5"
2,42,2,5,3,0.1,0.2,2.57777777777778,1.87675843470123,0.728052841047892,417.244444444444,13.25,19.8725103262438,1.49981210009387,32,10.6722222222222,"2_42_2","2_42_2_0.1_0.2_5"
2,42,2,5,3,0.1,0.25,5.35,5.52768153549883,1.0332115019624,234.95,4.90909090909091,5.87289614167568,1.19633069552653,29.6363636363636,-0.44090909090909,"2_42_2","2_42_2_0.1_0.25_5"
2,42,2,5,3,0.15,0.1,1.71428571428571,1.38357714432037,0.807086667520217,480.809523809524,5.875,5.33017019294077,0.907263011564387,22.375,4.16071428571429,"2_42_2","2_42_2_0.15_0.1_5"
2,42,2,5,3,0.15,0.2,4.47826086956522,5.83772655949208,1.30357000843027,165.913043478261,14,24.6711707599511,1.76222648285365,10.25,9.52173913043478,"2_42_2","2_42_2_0.15_0.2_5"
2,42,2,5,3,0.15,0.25,9.45454545454546,14.4662616896255,1.53008537101808,73.2727272727273,53,0,0,6,43.5454545454545,"2_42_2","2_42_2_0.15_0.25_5"
2,42,2,5,4,0.05,0.1,1.58333333333333,0.792961461098759,0.500817764904479,683,2.71428571428571,1.77281052085584,0.653140718210045,205.214285714286,1.13095238095238,"2_42_2","2_42_2_0.05_0.1_5"
2,42,2,5,4,0.05,0.2,5.73333333333333,6.99455570596228,1.21998064638877,245.266666666667,3.53333333333333,3.58302877997027,1.01406474904819,112.6,-2.2,"2_42_2","2_42_2_0.05_0.2_5"
2,42,2,5,4,0.05,0.25,6.09523809523809,8.2577524902649,1.35478751793409,349.238095238095,4.41666666666667,3.47610893576904,0.787043532626951,76.5833333333333,-1.67857142857143,"2_42_2","2_42_2_0.05_0.25_5"
2,42,2,5,4,0.1,0.1,2.23076923076923,2.04751256218556,0.91785045891077,660.461538461538,2.54545454545455,1.50755672288882,0.592254426849179,30.5454545454545,0.314685314685315,"2_42_2","2_42_2_0.1_0.1_5"
2,42,2,5,4,0.1,0.2,2.80487804878049,2.15892927391244,0.76970521939487,481.268292682927,4.5,4.31698548021228,0.95933010671384,96.8333333333333,1.69512195121951,"2_42_2","2_42_2_0.1_0.2_5"
2,42,2,5,4,0.1,0.25,5.35,5.6220898904982,1.05085792345761,238.7,4.07692307692308,3.27774156143979,0.803974345258816,22.3846153846154,-1.27307692307692,"2_42_2","2_42_2_0.1_0.25_5"
2,42,2,5,4,0.15,0.1,2.14285714285714,1.35224680756563,0.631048510197292,294.952380952381,49,0,0,14,46.8571428571429,"2_42_2","2_42_2_0.15_0.1_5"
2,42,2,5,4,0.15,0.2,6.05882352941176,11.5351126361823,1.90385354189416,118.705882352941,14,16.7531091641721,1.19665065458372,98,7.94117647058824,"2_42_2","2_42_2_0.15_0.2_5"
2,42,2,5,4,0.15,0.25,15.2857142857143,16.4895349208145,1.07875462098787,100.428571428571,56,0,0,10,40.7142857142857,"2_42_2","2_42_2_0.15_0.25_5"
2,42,2,5,5,0.05,0.1,1.88888888888889,1.02261998512983,0.541387050951085,487.777777777778,2,1.1697953037312,0.584897651865602,367.5,0.111111111111111,"2_42_2","2_42_2_0.05_0.1_5"
2,42,2,5,5,0.05,0.2,4.63157894736842,6.46538240096,1.39593483657091,233.631578947368,2.89473684210526,2.10540935164915,0.727323230569706,76,-1.73684210526316,"2_42_2","2_42_2_0.05_0.2_5"
2,42,2,5,5,0.05,0.25,5.12,7.490660852021,1.46301969766035,290.68,3.3125,2.44182308941496,0.737154140200741,28.3125,-1.8075,"2_42_2","2_42_2_0.05_0.25_5"
2,42,2,5,5,0.1,0.1,2.1304347826087,1.54638428206772,0.725853846684846,437.565217391304,7,8.98146239020499,1.28306605574357,27.2857142857143,4.8695652173913,"2_42_2","2_42_2_0.1_0.1_5"
2,42,2,5,5,0.1,0.2,3,2.51992063367083,0.839973544556944,475.658536585366,13,23.3380947522857,1.79523805786813,14.5,10,"2_42_2","2_42_2_0.1_0.2_5"
2,42,2,5,5,0.1,0.25,4.65217391304348,4.95991839790072,1.0661506836609,197.739130434783,13,21.338541031039,1.64142623315684,181.5,8.34782608695652,"2_42_2","2_42_2_0.1_0.25_5"
2,42,2,5,5,0.15,0.1,2.04347826086957,0.975996500998069,0.477615308999055,301.173913043478,16.6666666666667,19.1398362932741,1.14839017759645,21,14.6231884057971,"2_42_2","2_42_2_0.15_0.1_5"
2,42,2,5,5,0.15,0.2,6.4375,11.8263477033275,1.8371025558567,134.0625,26.5,33.2340187157677,1.25411391380256,8.5,20.0625,"2_42_2","2_42_2_0.15_0.2_5"
2,42,2,5,5,0.15,0.25,9.63636363636364,14.548351984144,1.509734639864,71.5454545454545,27.5,31.8198051533946,1.15708382375981,9.5,17.8636363636364,"2_42_2","2_42_2_0.15_0.25_5"
2,84,2,1,1,0.05,0.1,1.73684210526316,0.871913939634328,0.502011056153098,379,1.60869565217391,0.722315118514615,0.449006695292869,581.565217391304,-0.128146453089245,"2_84_2","2_84_2_0.05_0.1_1"
2,84,2,1,1,0.05,0.2,3,2.14476105895272,0.714920352984241,341.967741935484,3.13333333333333,2.06336406491143,0.658520446248328,244.366666666667,0.133333333333333,"2_84_2","2_84_2_0.05_0.2_1"
2,84,2,1,1,0.05,0.25,3.33333333333333,2.48504297678958,0.745512893036875,222.384615384615,3.16666666666667,2.39371783163164,0.755910894199464,114,-0.166666666666667,"2_84_2","2_84_2_0.05_0.25_1"
2,84,2,1,1,0.1,0.1,1.92857142857143,1.26881445053645,0.657903789167047,338,2.27777777777778,1.77583635823851,0.779635474348616,42.4444444444444,0.349206349206349,"2_84_2","2_84_2_0.1_0.1_1"
2,84,2,1,1,0.1,0.2,5,10.8112142214081,2.16224284428162,250.057142857143,5,9.06764700582363,1.81352940116473,113.736842105263,0,"2_84_2","2_84_2_0.1_0.2_1"
2,84,2,1,1,0.1,0.25,2.92105263157895,2.67502542495993,0.915774469806104,329.157894736842,5.10526315789474,3.43017228012603,0.67188941569479,58.8947368421053,2.18421052631579,"2_84_2","2_84_2_0.1_0.25_1"
2,84,2,1,1,0.15,0.1,1.66666666666667,1.15470053837925,0.692820323027551,93.6666666666667,10.4285714285714,19.2947068981551,1.8501773737957,7.14285714285714,8.76190476190476,"2_84_2","2_84_2_0.15_0.1_1"
2,84,2,1,1,0.15,0.2,2.85294117647059,2.38851231676624,0.837210502784043,284,13.7142857142857,30.142518616921,2.19789198248382,74.1428571428571,10.8613445378151,"2_84_2","2_84_2_0.15_0.2_1"
2,84,2,1,1,0.15,0.25,3.96153846153846,2.9049030170492,0.733276489740574,189.076923076923,32.3333333333333,24.5831920899897,0.760304909999682,6,28.3717948717949,"2_84_2","2_84_2_0.15_0.25_1"
2,84,2,1,2,0.05,0.1,1.57142857142857,0.790151013628803,0.502823372309238,565.75,1.73913043478261,0.751809411556112,0.432290411644765,461.04347826087,0.167701863354037,"2_84_2","2_84_2_0.05_0.1_1"
2,84,2,1,2,0.05,0.2,3.16666666666667,3.25982158738928,1.02941734338609,470.833333333333,2.79411764705882,2.61440545144161,0.935681951042262,380.411764705882,-0.372549019607843,"2_84_2","2_84_2_0.05_0.2_1"
2,84,2,1,2,0.05,0.25,3.51351351351351,2.94034787833781,0.836868242296145,235.621621621622,3.39285714285714,2.48460870627156,0.732305723953722,80.1428571428571,-0.120656370656371,"2_84_2","2_84_2_0.05_0.25_1"
2,84,2,1,2,0.1,0.1,1.58064516129032,0.922828750758128,0.583830434153101,518.709677419355,8.5,11.0770032048384,1.30317684762805,27.5,6.91935483870968,"2_84_2","2_84_2_0.1_0.1_1"
2,84,2,1,2,0.1,0.2,2.85714285714286,2.54538633543882,0.890885217403586,279.657142857143,3.3448275862069,3.56847168235692,1.06686266792114,158.413793103448,0.487684729064039,"2_84_2","2_84_2_0.1_0.2_1"
2,84,2,1,2,0.1,0.25,2.87878787878788,2.28797912683846,0.794771696691255,324.030303030303,3.69230769230769,2.72425007323822,0.737817728168685,189.769230769231,0.813519813519814,"2_84_2","2_84_2_0.1_0.25_1"
2,84,2,1,2,0.15,0.1,1.92307692307692,1.03774904332554,0.539629502529282,233.538461538462,14.3333333333333,22.905603390146,1.59806535280088,4.33333333333333,12.4102564102564,"2_84_2","2_84_2_0.15_0.1_1"
2,84,2,1,2,0.15,0.2,2.88235294117647,2.14146733641706,0.742958055491633,208.56862745098,16,28.9021337159272,1.80638335724545,74.8571428571429,13.1176470588235,"2_84_2","2_84_2_0.15_0.2_1"
2,84,2,1,2,0.15,0.25,3.43333333333333,2.41665675780767,0.703880609070195,167.566666666667,31,45.9238500128201,1.48141451654259,17,27.5666666666667,"2_84_2","2_84_2_0.15_0.25_1"
2,84,2,1,3,0.05,0.1,1.71428571428571,0.913873533463375,0.533092894520302,513,1.73333333333333,0.961150104723255,0.554509675801878,617.466666666667,0.0190476190476192,"2_84_2","2_84_2_0.05_0.1_1"
2,84,2,1,3,0.05,0.2,2.8,2.23343576001587,0.797655628577095,329.857142857143,2.81818181818182,2.02259958738973,0.717696627783451,262.333333333333,0.0181818181818185,"2_84_2","2_84_2_0.05_0.2_1"
2,84,2,1,3,0.05,0.25,4.2258064516129,4.76591843138588,1.12781275857223,230.935483870968,3.2,2.17192112640177,0.678725352000554,103.033333333333,-1.0258064516129,"2_84_2","2_84_2_0.05_0.25_1"
2,84,2,1,3,0.1,0.1,1.84615384615385,2.0349510168615,1.10226513413331,575.461538461538,2.55555555555556,1.66666666666667,0.652173913043478,77.1111111111111,0.709401709401709,"2_84_2","2_84_2_0.1_0.1_1"
2,84,2,1,3,0.1,0.2,2.77777777777778,1.83787316694536,0.661634340100331,371.861111111111,3.39285714285714,3.37023227811758,0.993331618813602,235.035714285714,0.615079365079365,"2_84_2","2_84_2_0.1_0.2_1"
2,84,2,1,3,0.1,0.25,3.56666666666667,2.60878269053533,0.731434399215514,144.966666666667,3.95833333333333,2.8814121940264,0.727935712175092,92.875,0.391666666666667,"2_84_2","2_84_2_0.1_0.25_1"
2,84,2,1,3,0.15,0.1,1.54545454545455,0.522232967867094,0.337915449796355,155.727272727273,12.1428571428571,24.3613667612511,2.00623020386774,36.2857142857143,10.5974025974026,"2_84_2","2_84_2_0.15_0.1_1"
2,84,2,1,3,0.15,0.2,3.32142857142857,3.1978415339398,0.962790999465747,179.857142857143,23,28.9942523039768,1.2606196653903,76.25,19.6785714285714,"2_84_2","2_84_2_0.15_0.2_1"
2,84,2,1,3,0.15,0.25,3.13333333333333,2.33021137613549,0.74368448174537,129.9,18.8,37.0162126641827,1.96894748213738,309.6,15.6666666666667,"2_84_2","2_84_2_0.15_0.25_1"
2,84,2,1,4,0.05,0.1,1.875,1.35620268186054,0.723308096992287,519.75,2,1.22474487139159,0.612372435695794,490.2,0.125,"2_84_2","2_84_2_0.05_0.1_1"
2,84,2,1,4,0.05,0.2,2.66666666666667,1.54919333848297,0.580947501931113,376.722222222222,2.59459459459459,1.97848791111152,0.762542215740897,290.27027027027,-0.0720720720720718,"2_84_2","2_84_2_0.05_0.2_1"
2,84,2,1,4,0.05,0.25,3.38461538461538,3.0488598784963,0.900799509555724,252.948717948718,3.73076923076923,3.19446636930417,0.856248717545449,172.384615384615,0.346153846153846,"2_84_2","2_84_2_0.05_0.25_1"
2,84,2,1,4,0.1,0.1,2.33333333333333,0.577350269189626,0.247435829652697,94.6666666666667,2,0.816496580927726,0.408248290463863,39.5,-0.333333333333333,"2_84_2","2_84_2_0.1_0.1_1"
2,84,2,1,4,0.1,0.2,3.44827586206897,2.26126081923577,0.655765637578374,278.689655172414,2.74285714285714,2.30527345759364,0.840464281414346,180.914285714286,-0.705418719211822,"2_84_2","2_84_2_0.1_0.2_1"
2,84,2,1,4,0.1,0.25,3.39285714285714,2.2826119819885,0.672769847322926,223.642857142857,3.95833333333333,2.7580580229522,0.696772553166872,109.541666666667,0.565476190476191,"2_84_2","2_84_2_0.1_0.25_1"
2,84,2,1,4,0.15,0.1,2,1.54919333848297,0.774596669241483,278.166666666667,13.1666666666667,19.559311507992,1.48551732972091,8.5,11.1666666666667,"2_84_2","2_84_2_0.15_0.1_1"
2,84,2,1,4,0.15,0.2,2.62162162162162,1.44051208779207,0.549473682972234,197.675675675676,19,25.1495526799186,1.32366066736414,99.8,16.3783783783784,"2_84_2","2_84_2_0.15_0.2_1"
2,84,2,1,4,0.15,0.25,4.125,5.87783234223963,1.42492905266415,95.4583333333333,9.6,12.6420814038758,1.3168834795704,50.9,5.475,"2_84_2","2_84_2_0.15_0.25_1"
2,84,2,1,5,0.05,0.1,1.66666666666667,0.816496580927726,0.489897948556636,373.166666666667,1.8,1.30384048104053,0.724355822800294,549.6,0.133333333333333,"2_84_2","2_84_2_0.05_0.1_1"
2,84,2,1,5,0.05,0.2,2.66666666666667,2.40977541357274,0.903665780089776,417.666666666667,2.87878787878788,2.11774608601893,0.735638114090785,333.363636363636,0.212121212121212,"2_84_2","2_84_2_0.05_0.2_1"
2,84,2,1,5,0.05,0.25,3.88235294117647,3.46204271355014,0.891738274702309,278.5,2.79411764705882,2.0564666927687,0.735998605833008,154.205882352941,-1.08823529411765,"2_84_2","2_84_2_0.05_0.25_1"
2,84,2,1,5,0.1,0.1,1.72222222222222,0.669113158068688,0.388517317588271,434.166666666667,3.9,3.69534241384416,0.947523695857476,100.8,2.17777777777778,"2_84_2","2_84_2_0.1_0.1_1"
