"F","P","S","t","tc","replicate_no","space_replicate","dyad_mean_leave_size","dyad_sd_ls","dyad_cv_ls","dyad_mean_leave_times","hyp_mean_leave_size","hyp_sd_ls","hyp_cv_ls","hyp_mean_leave_times","comb_leave_size","fam_combo","replicate_unique"
10,5,2,0.05,0.2,5,1,5.44444444444444,6.2893207547044,1.15518136310897,234.444444444444,5.09090909090909,3.23896728771828,0.636225717230376,15.6363636363636,-0.353535353535354,"10_5_2","10_5_2_0.05_0.2_5"
10,5,2,0.05,0.2,5,2,4.4,6.74653907375361,1.533304334944,287.7,4.81818181818182,5.4188224148459,1.12466125591141,39.4545454545455,0.418181818181818,"10_5_2","10_5_2_0.05_0.2_5"
10,5,2,0.05,0.2,5,3,5.6,7.8084203633916,1.39436077917707,184.866666666667,4.08333333333333,3.17542648054294,0.777655464622761,84.25,-1.51666666666667,"10_5_2","10_5_2_0.05_0.2_5"
10,5,2,0.05,0.2,5,4,6.46153846153846,8.14059154909708,1.25985345402693,221,3.30769230769231,2.52931530209974,0.764676719239456,53.6923076923077,-3.15384615384615,"10_5_2","10_5_2_0.05_0.2_5"
10,5,2,0.05,0.2,5,5,5.86666666666667,7.87279825608102,1.34195424819563,216.933333333333,5.22222222222222,3.30823887354653,0.633492550253592,28,-0.644444444444444,"10_5_2","10_5_2_0.05_0.2_5"
10,5,2,0.05,0.25,1,1,3.65217391304348,3.13558352750665,0.858552632531581,326.586956521739,16,13.228756555323,0.826797284707685,13,12.3478260869565,"10_5_2","10_5_2_0.05_0.25_1"
10,5,2,0.05,0.25,1,2,3.5,3.03875674465586,0.868216212758818,316.5625,13,6.68331255192114,0.514100965532395,13.5,9.5,"10_5_2","10_5_2_0.05_0.25_1"
10,5,2,0.05,0.25,1,3,3.53658536585366,2.79372118307831,0.789948748318695,350.268292682927,6.5,5.63154381269344,0.86639135579899,16.375,2.96341463414634,"10_5_2","10_5_2_0.05_0.25_1"
10,5,2,0.05,0.25,1,4,4.03030303030303,3.57495496898954,0.887018902080112,414.727272727273,7.14285714285714,7.96719464279557,1.11540724999138,55.4285714285714,3.11255411255411,"10_5_2","10_5_2_0.05_0.25_1"
10,5,2,0.05,0.25,1,5,3.575,2.96896338639324,0.830479268921185,356.35,6.57142857142857,4.99523582550223,0.760144582141644,23.1428571428571,2.99642857142857,"10_5_2","10_5_2_0.05_0.25_1"
10,5,2,0.05,0.25,2,1,10.5,15.0425322927284,1.43262212311699,209.1,6.85714285714286,4.25944329025016,0.621168813161482,24.8571428571429,-3.64285714285714,"10_5_2","10_5_2_0.05_0.25_2"
10,5,2,0.05,0.25,2,2,9.54545454545454,14.521457477565,1.52129554526871,202.636363636364,7.5,6.50384501660364,0.867179335547152,15.5,-2.04545454545454,"10_5_2","10_5_2_0.05_0.25_2"
10,5,2,0.05,0.25,2,3,8.07692307692308,13.6715125867717,1.69266346312411,168,4.6,3.77712412645741,0.82111394053422,21.3,-3.47692307692308,"10_5_2","10_5_2_0.05_0.25_2"
10,5,2,0.05,0.25,2,4,10.1818181818182,16.5880570400405,1.6291841735754,193.727272727273,18.6666666666667,8.08290376865476,0.433012701892219,11,8.48484848484849,"10_5_2","10_5_2_0.05_0.25_2"
10,5,2,0.05,0.25,2,5,8.61538461538461,13.9912976616328,1.6239899071538,177.076923076923,6.85714285714286,4.9473417585801,0.721487339792932,43,-1.75824175824176,"10_5_2","10_5_2_0.05_0.25_2"
10,5,2,0.05,0.25,3,1,6.09523809523809,8.53759194331026,1.40069867819934,184.047619047619,10,9.32737905308882,0.932737905308882,10.8,3.90476190476191,"10_5_2","10_5_2_0.05_0.25_3"
10,5,2,0.05,0.25,3,2,6.09523809523809,7.26570548470527,1.19202980608446,190.190476190476,12.5,12.0415945787923,0.963327566303384,78.75,6.40476190476191,"10_5_2","10_5_2_0.05_0.25_3"
10,5,2,0.05,0.25,3,3,5.81818181818182,7.74373088151751,1.33095374526082,195.136363636364,5.25,4.68279525802393,0.891961001528368,34.625,-0.568181818181818,"10_5_2","10_5_2_0.05_0.25_3"
10,5,2,0.05,0.25,3,4,6.05555555555556,7.31213513697866,1.20750855473042,207.444444444444,7.66666666666667,4.27395211328656,0.557472014776508,18.3333333333333,1.61111111111111,"10_5_2","10_5_2_0.05_0.25_3"
10,5,2,0.05,0.25,3,5,6.8125,8.49485138186655,1.24695066155839,228,6.57142857142857,9.57178393085885,1.45657581556548,46.8571428571429,-0.241071428571429,"10_5_2","10_5_2_0.05_0.25_3"
10,5,2,0.05,0.25,4,1,3.53571428571429,3.55363291271156,1.00506789450428,215.964285714286,3.46153846153846,4.27425207132555,1.23478393171627,60.9230769230769,-0.0741758241758239,"10_5_2","10_5_2_0.05_0.25_4"
10,5,2,0.05,0.25,4,2,3.60606060606061,3.5349981783888,0.980293612494373,202.393939393939,6.85714285714286,4.22013315068658,0.615436084475126,31.1428571428571,3.25108225108225,"10_5_2","10_5_2_0.05_0.25_4"
10,5,2,0.05,0.25,4,3,3.62068965517241,3.40602190563638,0.940710812032905,212.896551724138,7.28571428571429,6.52467842666814,0.895544097777979,40.4285714285714,3.66502463054187,"10_5_2","10_5_2_0.05_0.25_4"
10,5,2,0.05,0.25,4,4,4.3448275862069,4.68489870350139,1.07827033652016,217.48275862069,11.5,12.5565388012249,1.09187293923695,29.5,7.1551724137931,"10_5_2","10_5_2_0.05_0.25_4"
10,5,2,0.05,0.25,4,5,3.81481481481481,3.86340858904749,1.01273817382798,210.481481481481,9.8,7.72657750883274,0.788426276411504,17,5.98518518518519,"10_5_2","10_5_2_0.05_0.25_4"
10,5,2,0.05,0.25,5,1,5,7.47723818726479,1.49544763745296,241.521739130435,8,8.2663978450915,1.03329973063644,32.1428571428571,3,"10_5_2","10_5_2_0.05_0.25_5"
10,5,2,0.05,0.25,5,2,6.44444444444444,8.91939210683977,1.38404360278548,299.833333333333,4.45454545454545,4.61223668871484,1.0354000729768,47.8181818181818,-1.98989898989899,"10_5_2","10_5_2_0.05_0.25_5"
10,5,2,0.05,0.25,5,3,5.90909090909091,8.05285569524779,1.36279096381117,255.454545454545,5.77777777777778,6.35959467611297,1.10069907855801,15.3333333333333,-0.131313131313131,"10_5_2","10_5_2_0.05_0.25_5"
10,5,2,0.05,0.25,5,4,8.28571428571429,11.6647303469019,1.40781228324678,345.071428571429,18.6666666666667,20.3059925473574,1.08782102932272,10.3333333333333,10.3809523809524,"10_5_2","10_5_2_0.05_0.25_5"
10,5,2,0.05,0.25,5,5,5.52380952380952,7.75641055913783,1.40417777363702,258,8.33333333333333,6.83130051063973,0.819756061276768,22.1666666666667,2.80952380952381,"10_5_2","10_5_2_0.05_0.25_5"
10,5,2,0.1,0.1,1,1,2.47368421052632,2.01020786798645,0.812637223228564,372.947368421053,7.83333333333333,8.01040989379861,1.02260551835727,15.5,5.35964912280702,"10_5_2","10_5_2_0.1_0.1_1"
10,5,2,0.1,0.1,1,2,1.9,1.10050493461461,0.579213123481375,72.4,2.18181818181818,1.72152152575458,0.789030699304181,76.7272727272727,0.281818181818182,"10_5_2","10_5_2_0.1_0.1_1"
10,5,2,0.1,0.1,1,3,1.66666666666667,0.577350269189626,0.346410161513775,95,5,0,0,2,3.33333333333333,"10_5_2","10_5_2_0.1_0.1_1"
10,5,2,0.1,0.1,1,4,2.08333333333333,1.13890361720181,0.546673736256868,157.625,12.5,14.8884742894182,1.19107794315346,8.5,10.4166666666667,"10_5_2","10_5_2_0.1_0.1_1"
10,5,2,0.1,0.1,1,5,3.15384615384615,2.07549808665108,0.658084759182051,81.7692307692308,14,19.157244060668,1.368374575762,11.3333333333333,10.8461538461538,"10_5_2","10_5_2_0.1_0.1_1"
10,5,2,0.1,0.1,2,1,2.23809523809524,1.78619041271534,0.798085078021747,216.095238095238,9.4,12.9151074327704,1.37394759923089,8,7.16190476190476,"10_5_2","10_5_2_0.1_0.1_2"
10,5,2,0.1,0.1,2,2,2,1.31425748134554,0.657128740672771,553.04347826087,11.75,7.41057802513857,0.630687491501155,16.5,9.75,"10_5_2","10_5_2_0.1_0.1_2"
10,5,2,0.1,0.1,2,3,1.90909090909091,1.06498785636228,0.557850781904054,167.590909090909,8.6,8.1117199162693,0.943223246077826,18,6.69090909090909,"10_5_2","10_5_2_0.1_0.1_2"
10,5,2,0.1,0.1,2,4,2.38095238095238,2.03657041312572,0.855359573512801,234.190476190476,16.6666666666667,22.9419557434264,1.37651734460558,4,14.2857142857143,"10_5_2","10_5_2_0.1_0.1_2"
10,5,2,0.1,0.1,2,5,2.23809523809524,1.78619041271534,0.798085078021747,176,6.71428571428571,5.46852465522118,0.814461118862729,7.71428571428571,4.47619047619048,"10_5_2","10_5_2_0.1_0.1_2"
10,5,2,0.1,0.1,3,1,3.0625,2.11246301742776,0.689783842425391,99.25,25,32.5269119345812,1.30107647738325,7.5,21.9375,"10_5_2","10_5_2_0.1_0.1_3"
10,5,2,0.1,0.1,3,2,2,1.4142135623731,0.707106781186548,127.521739130435,8,13.7985506485283,1.72481883106603,14.5,6,"10_5_2","10_5_2_0.1_0.1_3"
10,5,2,0.1,0.1,3,3,2.8125,1.83371208208922,0.651986518076169,185.5,5.75,8.01338166533242,1.39363159397086,15.625,2.9375,"10_5_2","10_5_2_0.1_0.1_3"
10,5,2,0.1,0.1,3,4,2.28571428571429,1.88982236504614,0.826797284707685,65.4285714285714,5.1,5.60654379572062,1.0993223128864,51.8,2.81428571428571,"10_5_2","10_5_2_0.1_0.1_3"
10,5,2,0.1,0.1,3,5,3.09090909090909,2.21153998175685,0.715498229391922,67.2727272727273,3.66666666666667,1.5,0.409090909090909,42.6666666666667,0.575757575757576,"10_5_2","10_5_2_0.1_0.1_3"
10,5,2,0.1,0.1,4,1,2.70588235294118,2.05440702765886,0.75923737978697,177.176470588235,9.28571428571429,11.7432858223226,1.26466155009627,38.5714285714286,6.57983193277311,"10_5_2","10_5_2_0.1_0.1_4"
10,5,2,0.1,0.1,4,2,2.63157894736842,1.60591013709393,0.610245852095694,393,17,9.53939201416946,0.56114070671585,8,14.3684210526316,"10_5_2","10_5_2_0.1_0.1_4"
10,5,2,0.1,0.1,4,3,2.19047619047619,2.04007469517779,0.931338447798557,292.095238095238,4.18181818181818,5.23102632029665,1.25089759833181,27.0909090909091,1.99134199134199,"10_5_2","10_5_2_0.1_0.1_4"
10,5,2,0.1,0.1,4,4,2.55555555555556,2.04437941182335,0.799974552452615,196.925925925926,15.6666666666667,11.7189305541646,0.748016843882849,8,13.1111111111111,"10_5_2","10_5_2_0.1_0.1_4"
10,5,2,0.1,0.1,4,5,2,1.4142135623731,0.707106781186548,35.5,3,1.91485421551268,0.638284738504225,90.7142857142857,1,"10_5_2","10_5_2_0.1_0.1_4"
10,5,2,0.1,0.1,5,1,2.13636363636364,1.67034226733424,0.781862337901134,477.136363636364,7,5.91607978309962,0.845154254728517,32,4.86363636363636,"10_5_2","10_5_2_0.1_0.1_5"
10,5,2,0.1,0.1,5,2,1.88888888888889,1.45002210416397,0.767658761027983,394.185185185185,25.5,13.4350288425444,0.526863876178212,9.5,23.6111111111111,"10_5_2","10_5_2_0.1_0.1_5"
10,5,2,0.1,0.1,5,3,2.23809523809524,1.37494588638106,0.614337523702174,157.714285714286,11.75,12.5797456254091,1.07061664897099,6.5,9.51190476190476,"10_5_2","10_5_2_0.1_0.1_5"
10,5,2,0.1,0.1,5,4,2.26666666666667,1.83095083286825,0.807772426265406,222.866666666667,10.6666666666667,14.2243921955679,1.33353676833449,10,8.4,"10_5_2","10_5_2_0.1_0.1_5"
10,5,2,0.1,0.1,5,5,3.23529411764706,2.99018000638561,0.924237456519188,102.882352941176,18.3333333333333,28.3078316607495,1.54406354513179,13.6666666666667,15.0980392156863,"10_5_2","10_5_2_0.1_0.1_5"
10,5,2,0.1,0.2,1,1,5.15,8.48078323095964,1.64675402542906,105.45,16,20.8086520466848,1.3005407529178,45,10.85,"10_5_2","10_5_2_0.1_0.2_1"
10,5,2,0.1,0.2,1,2,7.38461538461539,11.3029381249483,1.53060620442008,103,5.88888888888889,6.33333333333333,1.07547169811321,20.3333333333333,-1.4957264957265,"10_5_2","10_5_2_0.1_0.2_1"
10,5,2,0.1,0.2,1,3,7.85714285714286,11.0721906862828,1.4091879055269,94.5714285714286,16.3333333333333,24.8461935381123,1.52119552274157,7,8.47619047619047,"10_5_2","10_5_2_0.1_0.2_1"
10,5,2,0.1,0.2,1,4,6.3125,10.4735778668673,1.659180652177,110.875,4.4,2.75680975041804,0.626547670549555,40.3,-1.9125,"10_5_2","10_5_2_0.1_0.2_1"
10,5,2,0.1,0.2,1,5,7,9.62453006371576,1.37493286624511,94.65,11.5,12.5830573921179,1.09417890366243,17.5,4.5,"10_5_2","10_5_2_0.1_0.2_1"
10,5,2,0.1,0.2,2,1,3.0625,3.10845620847391,1.01500610888944,88.8125,6.125,3.87067731245358,0.631947316318952,94.625,3.0625,"10_5_2","10_5_2_0.1_0.2_2"
10,5,2,0.1,0.2,2,2,4.38461538461539,2.98715197522271,0.681280275050793,124.538461538462,6.125,5.7678295001549,0.941686449004882,47.625,1.74038461538461,"10_5_2","10_5_2_0.1_0.2_2"
10,5,2,0.1,0.2,2,3,3.8125,3.3310408783642,0.873715640226675,134.75,9,15.2839785396342,1.69821983773714,162,5.1875,"10_5_2","10_5_2_0.1_0.2_2"
10,5,2,0.1,0.2,2,4,5.25,5.15443321987799,0.981796803786284,153,46,0,0,6,40.75,"10_5_2","10_5_2_0.1_0.2_2"
10,5,2,0.1,0.2,2,5,3.14285714285714,2.24832049649178,0.715374703429204,133.357142857143,6.28571428571429,8.63547500554709,1.37382556906431,40,3.14285714285714,"10_5_2","10_5_2_0.1_0.2_2"
10,5,2,0.1,0.2,3,1,4.05555555555556,5.17104269366271,1.27505162309492,467.694444444444,17,25.1197133741609,1.47763019848006,6,12.9444444444444,"10_5_2","10_5_2_0.1_0.2_3"
10,5,2,0.1,0.2,3,2,3.94594594594595,5.21720415732595,1.32216817685658,454.513513513513,4.77777777777778,6.77823313588758,1.41869995867415,20.4444444444444,0.831831831831832,"10_5_2","10_5_2_0.1_0.2_3"
10,5,2,0.1,0.2,3,3,3.94594594594595,5.10417011399038,1.29352256313455,456.594594594595,11.5,15.1547572288924,1.31780497642543,8.5,7.55405405405405,"10_5_2","10_5_2_0.1_0.2_3"
10,5,2,0.1,0.2,3,4,4.44117647058824,6.27738208544791,1.41345027089556,488.764705882353,25.5,6.36396103067893,0.249567099242311,5.5,21.0588235294118,"10_5_2","10_5_2_0.1_0.2_3"
10,5,2,0.1,0.2,3,5,5.11538461538461,9.51347222869515,1.85977652591033,541.115384615385,6.71428571428571,7.88911244932503,1.17497419458032,53.1428571428571,1.5989010989011,"10_5_2","10_5_2_0.1_0.2_3"
10,5,2,0.1,0.2,4,1,4.5,4.72833404669582,1.05074089926574,271.363636363636,18.6666666666667,12.7017059221718,0.680448531544916,5,14.1666666666667,"10_5_2","10_5_2_0.1_0.2_4"
10,5,2,0.1,0.2,4,2,5,7.95124029458437,1.59024805891688,296.157894736842,15,21.7025344142107,1.44683562761405,26.6666666666667,10,"10_5_2","10_5_2_0.1_0.2_4"
10,5,2,0.1,0.2,4,3,5.5,8.5422823785739,1.5531422506498,304.444444444444,5.44444444444444,4.0034707164881,0.735331356089652,14.3333333333333,-0.0555555555555554,"10_5_2","10_5_2_0.1_0.2_4"
10,5,2,0.1,0.2,4,4,6.25,9.58818717659044,1.53410994825447,357.625,8.33333333333333,9.24481836850604,1.10937820422072,187.5,2.08333333333333,"10_5_2","10_5_2_0.1_0.2_4"
10,5,2,0.1,0.2,4,5,5.85,8.13229429658788,1.39013577719451,291.85,14.25,25.1843205189261,1.76732073817025,28.5,8.4,"10_5_2","10_5_2_0.1_0.2_4"
10,5,2,0.1,0.2,5,1,4.66666666666667,6.06530121163647,1.29970740249353,193,12.5,17.6729548557487,1.4138363884599,56,7.83333333333333,"10_5_2","10_5_2_0.1_0.2_5"
10,5,2,0.1,0.2,5,2,4.5,5.58271140814808,1.24060253514402,68.5,23.5,31.8198051533946,1.35403426184658,9.5,19,"10_5_2","10_5_2_0.1_0.2_5"
10,5,2,0.1,0.2,5,3,4.36363636363636,2.80259619898148,0.642261628933257,81.6363636363636,24.5,9.19238815542512,0.375199516547964,4.5,20.1363636363636,"10_5_2","10_5_2_0.1_0.2_5"
10,5,2,0.1,0.2,5,4,3.17647058823529,2.50587544876155,0.788886715350857,66.1176470588235,16,20.2237484161567,1.26398427600979,20.3333333333333,12.8235294117647,"10_5_2","10_5_2_0.1_0.2_5"
10,5,2,0.1,0.2,5,5,4.36363636363636,4.17786374293675,0.957427107756338,121,5.875,8.0788524644814,1.37512382374151,24.375,1.51136363636364,"10_5_2","10_5_2_0.1_0.2_5"
10,5,2,0.1,0.25,1,1,3.66666666666667,3.95691077194607,1.07915748325802,245.027777777778,52,0,0,5,48.3333333333333,"10_5_2","10_5_2_0.1_0.25_1"
10,5,2,0.1,0.25,1,2,4,5.16599457994296,1.29149864498574,268.363636363636,11.5,11.9023807142381,1.03498962732505,23,7.5,"10_5_2","10_5_2_0.1_0.25_1"
10,5,2,0.1,0.25,1,3,3.66666666666667,3.72635402044871,1.01627836921329,255.666666666667,10.2,18.3766155752358,1.8016289779643,69,6.53333333333333,"10_5_2","10_5_2_0.1_0.25_1"
10,5,2,0.1,0.25,1,4,3.91666666666667,3.97402279093328,1.01464411683403,258.194444444444,13.25,9.28708781050335,0.700912287585159,31,9.33333333333333,"10_5_2","10_5_2_0.1_0.25_1"
10,5,2,0.1,0.25,1,5,3.35714285714286,3.27459868009493,0.975412372794234,233.857142857143,15.3333333333333,11.7189305541646,0.764278079619432,22.3333333333333,11.9761904761905,"10_5_2","10_5_2_0.1_0.25_1"
10,5,2,0.1,0.25,2,1,4.20833333333333,5.39709395771519,1.28247777213034,208.458333333333,8,7.12741187248218,0.890926484060273,17.5,3.79166666666667,"10_5_2","10_5_2_0.1_0.25_2"
10,5,2,0.1,0.25,2,2,4.39130434782609,4.50998014947035,1.02702518255265,214.260869565217,16,17.3205080756888,1.08253175473055,7,11.6086956521739,"10_5_2","10_5_2_0.1_0.25_2"
10,5,2,0.1,0.25,2,3,4.20833333333333,3.40050081563017,0.808039797773506,207.541666666667,11.75,12.4465524008324,1.05928105538999,11,7.54166666666667,"10_5_2","10_5_2_0.1_0.25_2"
10,5,2,0.1,0.25,2,4,4.81818181818182,4.86617443991208,1.00996073281194,225.454545454545,23,11.3137084989848,0.491900369521077,5.5,18.1818181818182,"10_5_2","10_5_2_0.1_0.25_2"
10,5,2,0.1,0.25,2,5,4.80952380952381,5.3161926942037,1.10534699582453,239.047619047619,15.6666666666667,16.1658075373095,1.03186005557295,15,10.8571428571429,"10_5_2","10_5_2_0.1_0.25_2"
10,5,2,0.1,0.25,3,1,4.65384615384615,4.18513854195827,0.899285967693513,165.461538461538,7.57142857142857,8.10055847575015,1.06988508170285,15.2857142857143,2.91758241758242,"10_5_2","10_5_2_0.1_0.25_3"
10,5,2,0.1,0.25,3,2,4.58620689655172,3.78452904580242,0.825198062618573,149,11.6666666666667,11.2915897906362,0.967850553483104,12.8888888888889,7.08045977011494,"10_5_2","10_5_2_0.1_0.25_3"
10,5,2,0.1,0.25,3,3,5.15384615384615,4.05652371068932,0.787086690133748,160.807692307692,26.5,23.3345237791561,0.880548067137965,5.5,21.3461538461538,"10_5_2","10_5_2_0.1_0.25_3"
10,5,2,0.1,0.25,3,4,5.52173913043478,6.52177865600671,1.18110952037917,180.95652173913,24,32.5269119345812,1.35528799727422,12.5,18.4782608695652,"10_5_2","10_5_2_0.1_0.25_3"
10,5,2,0.1,0.25,3,5,5.09523809523809,5.03889632662513,0.988942269711473,168.47619047619,9,7.3824115301167,0.820267947790744,23,3.90476190476191,"10_5_2","10_5_2_0.1_0.25_3"
10,5,2,0.1,0.25,4,1,5.17391304347826,6.02005869733573,1.16354075662791,356.304347826087,21,25.5831976109321,1.21824750528248,88,15.8260869565217,"10_5_2","10_5_2_0.1_0.25_4"
10,5,2,0.1,0.25,4,2,3.89285714285714,4.10365045903609,1.05414874177074,302.821428571429,9.2,9.67987603226405,1.05216043828957,14.6,5.30714285714286,"10_5_2","10_5_2_0.1_0.25_4"
10,5,2,0.1,0.25,4,3,4.25925925925926,4.68707381728312,1.10044341797082,314,17,27.712812921102,1.63016546594718,22.6666666666667,12.7407407407407,"10_5_2","10_5_2_0.1_0.25_4"
10,5,2,0.1,0.25,4,4,4.34375,4.6393087290965,1.06804229734596,265.75,26,11.3137084989848,0.435142634576337,7.5,21.65625,"10_5_2","10_5_2_0.1_0.25_4"
10,5,2,0.1,0.25,4,5,4.03703703703704,4.27408543056948,1.05871840940712,318.333333333333,5,3.24037034920393,0.648074069840786,14.8888888888889,0.962962962962963,"10_5_2","10_5_2_0.1_0.25_4"
10,5,2,0.1,0.25,5,1,7.11111111111111,11.0925989575927,1.55989672841148,242.222222222222,11.5,9.18331820930394,0.798549409504691,9.5,4.38888888888889,"10_5_2","10_5_2_0.1_0.25_5"
10,5,2,0.1,0.25,5,2,7.52941176470588,11.079923550384,1.47155234653537,266.058823529412,15.6666666666667,14.8436293854749,0.947465705455843,8,8.13725490196078,"10_5_2","10_5_2_0.1_0.25_5"
10,5,2,0.1,0.25,5,3,6.78947368421053,11.0180606650496,1.62281513671273,247.421052631579,8,5.54977477020464,0.69372184627558,24.1666666666667,1.21052631578947,"10_5_2","10_5_2_0.1_0.25_5"
10,5,2,0.1,0.25,5,4,6.4,10.3841985221474,1.62253101908553,243.2,5.625,4.8971566094156,0.870605619451661,20.875,-0.775,"10_5_2","10_5_2_0.1_0.25_5"
10,5,2,0.1,0.25,5,5,6.375,9.7213905786471,1.5249240123368,204.666666666667,17,14.5258390463339,0.854461120372585,8.33333333333333,10.625,"10_5_2","10_5_2_0.1_0.25_5"
10,5,2,0.15,0.1,1,1,2.88235294117647,1.96476311998344,0.681652511014663,106.470588235294,12.25,13.6717470232106,1.11606098148658,8.5,9.36764705882353,"10_5_2","10_5_2_0.15_0.1_1"
10,5,2,0.15,0.1,1,2,2.31578947368421,2.083070158816,0.899507568579635,184.157894736842,9.8,14.2021125189177,1.44919515499161,31.8,7.48421052631579,"10_5_2","10_5_2_0.15_0.1_1"
10,5,2,0.15,0.1,1,3,2.04761904761905,1.74574312188794,0.852572222317366,218.380952380952,7.57142857142857,11.4142767745361,1.50754598908967,23.5714285714286,5.52380952380952,"10_5_2","10_5_2_0.15_0.1_1"
10,5,2,0.15,0.1,1,4,2.41176470588235,1.80481382451944,0.748337439434888,118.176470588235,13.25,14.0564338768172,1.06086293409941,38.25,10.8382352941176,"10_5_2","10_5_2_0.15_0.1_1"
10,5,2,0.15,0.1,1,5,2.5,1.76217568871402,0.704870275485609,196.1,7.14285714285714,10.3348693174865,1.44688170444811,11.1428571428571,4.64285714285714,"10_5_2","10_5_2_0.15_0.1_1"
10,5,2,0.15,0.1,2,1,2.30434782608696,2.28502601156262,0.991615061621515,233.913043478261,8.83333333333333,13.1364632480233,1.48714678279509,31,6.52898550724638,"10_5_2","10_5_2_0.15_0.1_2"
10,5,2,0.15,0.1,2,2,2,1.4142135623731,0.707106781186548,177.47619047619,8.4,6.50384501660364,0.774267263881386,8,6.4,"10_5_2","10_5_2_0.15_0.1_2"
10,5,2,0.15,0.1,2,3,2.16666666666667,1.29478592370913,0.597593503250366,149.111111111111,15.6666666666667,25.4034118443435,1.6214943730432,7.66666666666667,13.5,"10_5_2","10_5_2_0.15_0.1_2"
10,5,2,0.15,0.1,2,4,2.27777777777778,1.12749360533236,0.494997192584938,152.166666666667,10.5,11.9582607431014,1.13888197553347,10.5,8.22222222222222,"10_5_2","10_5_2_0.15_0.1_2"
10,5,2,0.15,0.1,2,5,2.17647058823529,1.70423348303743,0.783026194909088,137.411764705882,10.4,14.4326019830105,1.38775019067409,8.4,8.22352941176471,"10_5_2","10_5_2_0.15_0.1_2"
10,5,2,0.15,0.1,3,1,2.69230769230769,1.65250392761083,0.613787173112595,76.5384615384615,11.375,12.9387292376691,1.13747070221267,13.375,8.68269230769231,"10_5_2","10_5_2_0.15_0.1_3"
10,5,2,0.15,0.1,3,2,1.95652173913043,1.69164419398743,0.864618143593576,228.913043478261,8,14.2548237449644,1.78185296812055,17.3333333333333,6.04347826086957,"10_5_2","10_5_2_0.15_0.1_3"
10,5,2,0.15,0.1,3,3,2.38888888888889,1.7197431028701,0.719892461666554,89.0555555555556,11,14.6287388383278,1.32988534893889,8,8.61111111111111,"10_5_2","10_5_2_0.15_0.1_3"
10,5,2,0.15,0.1,3,4,2.45454545454545,2.2962419891482,0.935505995578895,65.7272727272727,8.66666666666667,9.68848113311197,1.11790166920523,4.5,6.21212121212121,"10_5_2","10_5_2_0.15_0.1_3"
10,5,2,0.15,0.1,3,5,1.94736842105263,1.47096658359681,0.755361218603769,183.684210526316,6,2.96647939483827,0.494413232473044,11.5,4.05263157894737,"10_5_2","10_5_2_0.15_0.1_3"
10,5,2,0.15,0.1,4,1,2.04545454545455,1.55769282158163,0.761538712773239,330.181818181818,5.63636363636364,5.7318884719214,1.01694795469573,24.4545454545455,3.59090909090909,"10_5_2","10_5_2_0.15_0.1_4"
10,5,2,0.15,0.1,4,2,1.68421052631579,1.00291971424256,0.595483580331519,459.578947368421,6.75,9.94317186146688,1.47306249799509,19.9375,5.06578947368421,"10_5_2","10_5_2_0.15_0.1_4"
10,5,2,0.15,0.1,4,3,2.45454545454545,1.69491217257039,0.690519774010158,58.9090909090909,12.5,11.4455231422596,0.915641851380768,10.25,10.0454545454545,"10_5_2","10_5_2_0.15_0.1_4"
10,5,2,0.15,0.1,4,4,2.31578947368421,1.4926721593969,0.644562977921387,91.8947368421053,18,12.1655250605964,0.675862503366469,6,15.6842105263158,"10_5_2","10_5_2_0.15_0.1_4"
10,5,2,0.15,0.1,4,5,3.9,2.7264140062238,0.69908051441636,105.8,13.5,14.5258390463339,1.07598807750622,153.5,9.6,"10_5_2","10_5_2_0.15_0.1_4"
10,5,2,0.15,0.1,5,1,2.35,1.46089374230838,0.621656911620588,267.05,9,10.2567051239665,1.13963390266294,82.8333333333333,6.65,"10_5_2","10_5_2_0.15_0.1_5"
10,5,2,0.15,0.1,5,2,2.63636363636364,1.43336856898198,0.543691526165579,139.727272727273,12,17.5309250564063,1.46091042136719,16.5,9.36363636363636,"10_5_2","10_5_2_0.15_0.1_5"
10,5,2,0.15,0.1,5,3,2.625,1.92786583212283,0.734425078903937,259.0625,9.6,10.3585713300628,1.07901784688155,64,6.975,"10_5_2","10_5_2_0.15_0.1_5"
10,5,2,0.15,0.1,5,4,2.33333333333333,0.970142500145332,0.415775357205142,147.388888888889,7.66666666666667,12.706953477001,1.65742871439143,22.5,5.33333333333333,"10_5_2","10_5_2_0.15_0.1_5"
10,5,2,0.15,0.1,5,5,5.5,4.20317340430616,0.764213346237484,49.25,6,7.38724769934165,1.23120794989028,69.375,0.5,"10_5_2","10_5_2_0.15_0.1_5"
10,5,2,0.15,0.2,1,1,6,9.05538513813742,1.50923085635624,155.529411764706,8.83333333333333,10.9802853636263,1.24305117324072,95.1666666666667,2.83333333333333,"10_5_2","10_5_2_0.15_0.2_1"
10,5,2,0.15,0.2,1,2,6.05263157894737,8.7080657643776,1.43872390889717,156.947368421053,12,14.3759057685652,1.19799214738043,5.5,5.94736842105263,"10_5_2","10_5_2_0.15_0.2_1"
10,5,2,0.15,0.2,1,3,6.94117647058824,9.18878792493394,1.32380842986336,150.058823529412,26,35.3553390593274,1.35982073305105,5.5,19.0588235294118,"10_5_2","10_5_2_0.15_0.2_1"
