"F","P","S","t","tc","replicate_no","space_replicate","dyad_mean_leave_size","dyad_sd_ls","dyad_cv_ls","dyad_mean_leave_times","hyp_mean_leave_size","hyp_sd_ls","hyp_cv_ls","hyp_mean_leave_times","comb_leave_size","fam_combo","replicate_unique"
20,10,2,0.05,0.2,29,2,3.76,3.72245438745281,0.990014464748088,208.64,15.6666666666667,22.0786473015596,1.40927535967402,59.5,11.9066666666667,"20_10_2","20_10_2_0.05_0.2_29"
20,10,2,0.05,0.2,29,3,4.04347826086957,3.57361875248918,0.883798186099473,139.391304347826,23,37.4432904536981,1.62796915016079,60,18.9565217391304,"20_10_2","20_10_2_0.05_0.2_29"
20,10,2,0.05,0.2,29,4,3.24137931034483,2.66800048744096,0.823106533359446,171.379310344828,17.4,20.7677634809336,1.19354962534101,392.2,14.1586206896552,"20_10_2","20_10_2_0.05_0.2_29"
20,10,2,0.05,0.2,29,5,2.91666666666667,1.9327995979186,0.662674147857804,157.5,15.8333333333333,31.4796230388273,1.98818671824172,350.833333333333,12.9166666666667,"20_10_2","20_10_2_0.05_0.2_29"
20,10,2,0.05,0.2,3,1,3.65384615384615,3.28563306158564,0.899225890539227,304.730769230769,6.92857142857143,9.08476565646946,1.31120329062446,550.642857142857,3.27472527472528,"20_10_2","20_10_2_0.05_0.2_3"
20,10,2,0.05,0.2,3,2,3.46808510638298,2.8349608066441,0.817442686578359,222.191489361702,8.57894736842105,12.4245088857722,1.44825563699185,417.315789473684,5.11086226203807,"20_10_2","20_10_2_0.05_0.2_3"
20,10,2,0.05,0.2,3,3,3.59459459459459,2.24176839248071,0.623649853547264,195.756756756757,23.25,39.8361226359527,1.71338161875066,19,19.6554054054054,"20_10_2","20_10_2_0.05_0.2_3"
20,10,2,0.05,0.2,3,4,3.59459459459459,2.69216413833699,0.748947918183975,199.567567567568,23.75,27.8253481559531,1.17159360656644,83.5,20.1554054054054,"20_10_2","20_10_2_0.05_0.2_3"
20,10,2,0.05,0.2,3,5,3.51724137931034,2.53011419357157,0.719346192289956,171.172413793103,18,35.2420203734122,1.95789002074512,184,14.4827586206897,"20_10_2","20_10_2_0.05_0.2_3"
20,10,2,0.05,0.2,30,1,2.76,2.40277617212535,0.87057107685701,189.84,3.45,3.11996963547977,0.904339024776746,182.5,0.69,"20_10_2","20_10_2_0.05_0.2_30"
20,10,2,0.05,0.2,30,2,3.33333333333333,3.1224989991992,0.93674969975976,54.2222222222222,8.3,9.84377976185977,1.18599756166985,306.5,4.96666666666667,"20_10_2","20_10_2_0.05_0.2_30"
20,10,2,0.05,0.2,30,3,3.3,2.45160046247063,0.742909231051706,224.366666666667,10.25,15.7548178572234,1.53705540070472,27,6.95,"20_10_2","20_10_2_0.05_0.2_30"
20,10,2,0.05,0.2,30,4,3.19354838709677,2.27184733698826,0.711386539865011,254,11,24.1194941903847,2.19268129003497,80,7.80645161290323,"20_10_2","20_10_2_0.05_0.2_30"
20,10,2,0.05,0.2,30,5,2.86206896551724,2.72192339992769,0.951033477083167,196.275862068966,7.54545454545455,10.6711164960714,1.41424435490103,30.1818181818182,4.6833855799373,"20_10_2","20_10_2_0.05_0.2_30"
20,10,2,0.05,0.2,31,1,3.13157894736842,2.44032621469741,0.77926383326472,158.236842105263,14.1428571428571,28.6497735385382,2.02574156333098,75.8571428571429,11.0112781954887,"20_10_2","20_10_2_0.05_0.2_31"
20,10,2,0.05,0.2,31,2,4.04166666666667,3.98343490259203,0.985592140847513,164.833333333333,16,25.447986167868,1.59049913549175,171.333333333333,11.9583333333333,"20_10_2","20_10_2_0.05_0.2_31"
